,Team,Player,ESPNID,GP,AB,R,H,2B,3B,HR,RBI,BB,HBP,SO,SB,CS,AVG,OBP,SLG,OPS,WAR,Overall_Pick,BLSV,ER,ERA,GS,HLD,IP,K,K/BB,L,SV,W,W%,WHIP,OPS_Weighted
545,,Orlando Hudson,5029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
546,,Aubrey Huff,4479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
547,,Sam Huff,40798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
548,,Luke Hughes,29428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
549,,Nick Hundley,29180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
550,,Torii Hunter,3723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
551,,Jae-gyun Hwang,36152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
552,,Chris Iannetta,28561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
553,,Raul Ibanez,3504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
554,,Jose Iglesias,30382.0,99.0,372.0,47.0,102.0,19.0,1.0,8.0,39.0,15.0,3.0,59.0,4.0,2.0,0.274,0.307,0.395,0.702,-0.2,,,,,,,,,,,,,,,261.144
555,,Ender Inciarte,31327.0,52.0,79.0,11.0,17.0,2.0,0.0,2.0,10.0,7.0,0.0,22.0,1.0,0.0,0.215,0.276,0.316,0.592,0.1,,,,,,,,,,,,,,,46.768
556,,Jonathan India,41171.0,105.0,354.0,66.0,99.0,19.0,2.0,13.0,48.0,54.0,18.0,98.0,8.0,3.0,0.28,0.399,0.455,0.853,2.3,,,,,,,,,,,,,,,301.962
557,,Omar Infante,5339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
558,,Brandon Inge,4623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
559,,Travis Ishikawa,6509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
560,,Akinori Iwamura,28632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
561,,Maicer Izturis,6087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
562,,Alex Jackson,33707.0,10.0,23.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,13.0,0.0,0.0,0.043,0.214,0.043,0.258,-0.3,,,,,,,,,,,,,,,5.934
563,,Alex Jackson,33707.0,10.0,23.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,13.0,0.0,0.0,0.043,0.214,0.043,0.258,-0.3,,,,,,,,,,,,,,,5.934
564,,Austin Jackson,29453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
565,,Brett Jackson,30594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
566,,Conor Jackson,6193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
567,,Ryan Jackson,31213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
568,,Mike Jacobs,23283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
569,,Paul Janish,29130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
570,,Travis Jankowski,32751.0,46.0,91.0,19.0,23.0,5.0,0.0,1.0,8.0,12.0,0.0,19.0,4.0,0.0,0.253,0.34,0.341,0.68,0.5,,,,,,,,,,,,,,,61.88
571,,Danny Jansen,35004.0,49.0,125.0,16.0,22.0,5.0,0.0,5.0,10.0,12.0,2.0,35.0,0.0,0.0,0.176,0.259,0.336,0.595,0.2,,,,,,,,,,,,,,,74.375
572,,John Jaso,29255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
573,,Jon Jay,29691.0,5.0,14.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.357,0.357,0.357,0.714,0.0,,,,,,,,,,,,,,,9.995999999999999
574,,Ryan Jeffers,41587.0,51.0,160.0,15.0,34.0,6.0,1.0,9.0,27.0,19.0,0.0,62.0,0.0,0.0,0.213,0.296,0.431,0.727,1.0,,,,,,,,,,,,,,,116.32
575,,Desmond Jennings,30493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
576,,Derek Jeter,3246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
577,,A.J. Jimenez,31050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
578,,Eloy Jimenez,33867.0,10.0,37.0,6.0,11.0,4.0,0.0,5.0,14.0,2.0,0.0,10.0,0.0,0.0,0.297,0.333,0.811,1.144,0.6,,,,,,,,,,,,,,,42.327999999999996
579,,Luis Jimenez,31970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
580,,Connor Joe,35440.0,40.0,99.0,9.0,30.0,5.0,0.0,5.0,22.0,11.0,0.0,22.0,0.0,0.0,0.303,0.369,0.505,0.874,0.8,,,,,,,,,,,,,,,86.526
581,,Chris Johnson,29616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
582,,Dan Johnson,6096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
583,,Daniel Johnson,40351.0,17.0,44.0,4.0,9.0,0.0,0.0,2.0,2.0,1.0,0.0,15.0,1.0,0.0,0.205,0.222,0.341,0.563,-0.3,,,,,,,,,,,,,,,24.772
584,,Elliot Johnson,29078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
585,,Kelly Johnson,6295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
586,,Micah Johnson,33149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
587,,Nick Johnson,4240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
588,,Reed Johnson,5452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
589,,Rob Johnson,28866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
590,,Adam Jones,28513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
591,,Andruw Jones,3520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
592,,Chipper Jones,3006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
593,,Garrett Jones,28763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
594,,Jahmai Jones,34958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
595,,JaCoby Jones,34906.0,36.0,100.0,9.0,17.0,2.0,0.0,2.0,9.0,5.0,0.0,42.0,2.0,2.0,0.17,0.21,0.25,0.46,-0.5,,,,,,,,,,,,,,,46.0
596,,Ryder Jones,34992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
597,,Caleb Joseph,30464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
598,,Corban Joseph,31250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
599,,Tommy Joseph,31995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
600,,Matt Joyce,29124.0,36.0,50.0,5.0,5.0,1.0,0.0,2.0,6.0,10.0,1.0,14.0,0.0,0.0,0.1,0.258,0.24,0.498,-0.4,,,,,,,,,,,,,,,24.9
601,Kershaw?2,Aaron Judge,33192.0,98.0,367.0,56.0,102.0,15.0,0.0,23.0,53.0,49.0,3.0,109.0,2.0,0.0,0.278,0.366,0.507,0.873,3.4,27.0,,,,,,,,,,,,,,320.391
602,,Kila Ka'aihue,29248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
603,,Ryan Kalish,30539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
604,,Jung-Ho Kang,33689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
605,,Munenori Kawasaki,32047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
606,,Austin Kearns,5012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
607,¯\_(ツ)_/¯,Jarred Kelenic,41150.0,45.0,164.0,16.0,24.0,4.0,0.0,5.0,16.0,17.0,1.0,55.0,3.0,2.0,0.146,0.231,0.262,0.493,-1.0,163.0,,,,,,,,,,,,,,80.852
608,,Carson Kelly,32797.0,58.0,174.0,26.0,43.0,6.0,0.0,8.0,26.0,35.0,5.0,45.0,0.0,0.0,0.247,0.381,0.42,0.8,1.8,,,,,,,,,,,,,,,139.20000000000002
609,,Don Kelly,28730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
610,,Ty Kelly,32753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
611,,Matt Kemp,28476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
612,,Tony Kemp,34083.0,87.0,212.0,33.0,52.0,12.0,2.0,4.0,19.0,38.0,4.0,47.0,5.0,1.0,0.245,0.364,0.377,0.742,2.4,,,,,,,,,,,,,,,157.304
613,,Jason Kendall,3401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
614,,Howie Kendrick,6524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
615,,Adam Kennedy,4157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
616,OGsecondHand,Max Kepler,31870.0,80.0,291.0,41.0,60.0,13.0,3.0,14.0,42.0,30.0,5.0,72.0,8.0,0.0,0.206,0.289,0.416,0.705,0.6,129.0,,,,,,,,,,,,,,205.155
617,,Jeff Keppinger,6076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
618,,Carter Kieboom,40446.0,16.0,47.0,7.0,12.0,1.0,0.0,2.0,7.0,7.0,1.0,13.0,0.0,0.0,0.255,0.357,0.404,0.761,-0.2,,,,,,,,,,,,,,,35.767
619,,Spencer Kieboom,33866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
620,,Kevin Kiermaier,31446.0,81.0,241.0,32.0,56.0,12.0,2.0,2.0,24.0,20.0,3.0,71.0,7.0,1.0,0.232,0.297,0.324,0.621,1.5,,,,,,,,,,,,,,,149.661
621,,Hyun-soo Kim,34885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
622,BallSachs,Isiah Kiner-Falefa,33572.0,111.0,445.0,50.0,115.0,19.0,3.0,7.0,37.0,14.0,8.0,71.0,16.0,4.0,0.258,0.292,0.362,0.654,3.1,210.0,,,,,,,,,,,,,,291.03000000000003
623,,Scott Kingery,35276.0,15.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.053,0.053,0.053,0.105,-0.4,,,,,,,,,,,,,,,1.9949999999999999
624,,Ian Kinsler,6197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
625,,Jason Kipnis,31007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
626,,Alex Kirilloff,40636.0,59.0,215.0,23.0,54.0,11.0,1.0,8.0,34.0,14.0,1.0,52.0,1.0,1.0,0.251,0.299,0.423,0.722,0.7,,,,,,,,,,,,,,,155.23
627,,Alejandro Kirk,42081.0,25.0,64.0,10.0,17.0,4.0,0.0,3.0,9.0,7.0,1.0,12.0,0.0,0.0,0.266,0.342,0.469,0.811,0.5,,,,,,,,,,,,,,,51.904
628,,Patrick Kivlehan,33389.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,0.25,0.5,0.25,0.75,0.1,,,,,,,,,,,,,,,3.0
629,,Andrew Knapp,33304.0,50.0,113.0,10.0,19.0,3.0,0.0,2.0,11.0,9.0,0.0,44.0,0.0,0.0,0.168,0.228,0.248,0.475,-1.1,,,,,,,,,,,,,,,53.675
630,,Andrew Knizner,36170.0,42.0,105.0,15.0,20.0,6.0,0.0,1.0,5.0,17.0,2.0,24.0,0.0,0.0,0.19,0.315,0.276,0.591,0.2,,,,,,,,,,,,,,,62.055
631,,Paul Konerko,3747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
632,,Casey Kotchman,5918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
633,,Mark Kotsay,3685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
634,,George Kottaras,28665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
635,,Kevin Kouzmanoff,28585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
636,,Pete Kozma,30011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
637,,Kevin Kramer,39887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
638,,Erik Kratz,29524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
639,,Jason Kubel,6102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
640,,Kyle Kubitza,32865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
641,,Tyler Ladendorf,31647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
642,,Juan Lagares,31410.0,74.0,216.0,30.0,52.0,17.0,1.0,2.0,25.0,8.0,1.0,45.0,1.0,1.0,0.241,0.27,0.356,0.626,-0.3,,,,,,,,,,,,,,,135.216
643,,Bryan LaHair,28703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
644,,Brandon Laird,30623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
645,,Gerald Laird,5465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
646,,Junior Lake,30718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
647,,Blake Lalli,30593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
648,,Ryan LaMarre,31172.0,9.0,21.0,3.0,4.0,0.0,0.0,2.0,4.0,2.0,1.0,6.0,1.0,0.0,0.19,0.292,0.476,0.768,0.0,,,,,,,,,,,,,,,16.128
649,,Jacob Lamb,32742.0,32.0,86.0,16.0,19.0,2.0,0.0,5.0,10.0,13.0,1.0,29.0,0.0,0.0,0.221,0.33,0.419,0.749,0.2,,,,,,,,,,,,,,,64.414
650,,Ryan Langerhans,5109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
651,,Matt LaPorta,29402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
652,,Trevor Larnach,41205.0,76.0,251.0,29.0,57.0,12.0,0.0,7.0,27.0,29.0,8.0,100.0,1.0,0.0,0.227,0.324,0.359,0.683,0.8,,,,,,,,,,,,,,,171.43300000000002
653,,Adam LaRoche,5879.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
654,,Tommy La Stella,32217.0,30.0,84.0,10.0,19.0,3.0,1.0,1.0,6.0,8.0,0.0,11.0,0.0,0.0,0.226,0.293,0.321,0.615,-0.1,,,,,,,,,,,,,,,51.66
655,Yelich My Balls,Ramon Laureano,35142.0,88.0,341.0,43.0,84.0,21.0,2.0,14.0,39.0,27.0,9.0,98.0,12.0,5.0,0.246,0.317,0.443,0.76,2.4,73.0,,,,,,,,,,,,,,259.16
656,,Ryan Lavarnway,31039.0,4.0,11.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.273,0.333,0.364,0.697,0.0,,,,,,,,,,,,,,,7.667
657,,Brett Lawrie,30644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
658,,Carlos Lee,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
659,,Dae-Ho Lee,34926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
660,,Derrek Lee,3614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
661,,Khalil Lee,40657.0,11.0,18.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.056,0.056,0.111,0.167,-0.4,,,,,,,,,,,,,,,3.0060000000000002
662,OGsecondHand,DJ LeMahieu,30765.0,107.0,426.0,52.0,114.0,19.0,1.0,7.0,45.0,48.0,3.0,72.0,4.0,0.0,0.268,0.344,0.366,0.71,1.5,16.0,,,,,,,,,,,,,,302.46
663,,Sandy Leon,32101.0,60.0,165.0,11.0,30.0,4.0,0.0,3.0,13.0,9.0,3.0,50.0,0.0,0.0,0.182,0.235,0.261,0.495,-0.7,,,,,,,,,,,,,,,81.675
664,,Fred Lewis,28574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
665,¯\_(ツ)_/¯,Kyle Lewis,36188.0,36.0,130.0,15.0,32.0,4.0,0.0,5.0,11.0,16.0,1.0,37.0,2.0,0.0,0.246,0.333,0.392,0.726,0.5,126.0,,,,,,,,,,,,,,94.38
666,,Domingo Leyba,33663.0,13.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.083,0.0,0.083,-0.5,,,,,,,,,,,,,,,1.826
667,,Alex Liddi,29493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
668,,Brent Lillibridge,28970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
669,,Adam Lind,28579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
670,,Francisco Lindor,32129.0,87.0,311.0,49.0,71.0,11.0,1.0,11.0,36.0,41.0,5.0,61.0,8.0,2.0,0.228,0.326,0.376,0.702,2.0,,,,,,,,,,,,,,,218.32199999999997
671,,Tzu-Wei Lin,34072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
672,,Rymer Liriano,31278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
