_id,index,Team Name,R_Stats,H_Stats,HR_Stats,RBI_Stats,SB_Stats,OPS_Stats,HRA_Stats,ERA_Stats,WHIP_Stats,K9_Stats,QS_Stats,SVH_Stats,R_Rank_Stats,H_Rank_Stats,HR_Rank_Stats,RBI_Rank_Stats,SB_Rank_Stats,OPS_Rank_Stats,HRA_Rank_Stats,ERA_Rank_Stats,WHIP_Rank_Stats,K9_Rank_Stats,QS_Rank_Stats,SVH_Rank_Stats,R_Record,H_Record,HR_Record,SB_Record,OPS_Record,RBI_Record,HRA_Record,ERA_Record,WHIP_Record,K9_Record,QS_Record,SVH_Record,Rank,GB,Moves,R_Rank_Record,H_Rank_Record,HR_Rank_Record,SB_Rank_Record,OPS_Rank_Record,RBI_Rank_Record,HRA_Rank_Record,ERA_Rank_Record,WHIP_Rank_Record,K9_Rank_Record,QS_Rank_Record,SVH_Rank_Record,Stats_Power_Score,Stats_Power_Rank,Week,Variation,Team_Number
644f9bdaa877791198ec2ad0,6,Ian Cumsler,149,297,36,150,34,0.891,18,3.4,1.33,8.77,8,10,6.0,1.0,8.0,3.0,2.0,1.0,3.5,5.0,10.0,12.0,10.5,11.0,"[1, 0, 3]","[2, 0, 2]","[2, 0, 2]","[2, 0, 2]","[2, 0, 2]","[2, 0, 2]","[2, 0, 2]","[2, 0, 2]","[1, 0, 3]","[1, 0, 3]","[1, 1, 2]","[0, 0, 4]",11,15,9,9.5,7.0,7.0,6.0,7.5,7.0,6.5,6.5,10.5,10.0,10.0,12.0,6.083333333333333,4.0,4,-7.0,7,Eric
644f9bdaa877791198ec2ad1,7,SHITTING IN BRYANT’S MOUTH,124,220,27,101,21,0.698,23,4.11,1.16,10.71,11,31,12.0,12.0,12.0,12.0,7.0,12.0,9.5,11.0,5.0,3.0,8.0,3.0,"[1, 0, 3]","[0, 0, 4]","[0, 0, 4]","[2, 0, 2]","[0, 0, 4]","[0, 0, 4]","[2, 0, 2]","[2, 0, 2]","[3, 0, 1]","[3, 0, 1]","[1, 2, 1]","[3, 0, 1]",12,15.5,11,9.5,12.0,11.5,6.0,11.0,12.0,6.5,6.5,2.5,3.0,9.0,3.0,8.875,11.0,4,-1.0,8,David
644f9bdaa877791198ec2ad2,8,Camp Lejeune,146,266,40,132,6,0.818,19,3.88,1.35,9.57,8,40,7.0,2.0,4.5,8.0,12.0,3.0,5.5,8.0,12.0,8.0,10.5,1.0,"[3, 0, 1]","[3, 0, 1]","[2, 0, 2]","[0, 0, 4]","[3, 0, 1]","[3, 0, 1]","[1, 1, 2]","[1, 0, 3]","[1, 0, 3]","[2, 0, 2]","[0, 1, 3]","[3, 1, 0]",7,10,24,3.5,2.5,7.0,12.0,3.5,2.5,10.0,10.5,10.5,6.5,12.0,2.0,6.791666666666667,8.0,4,1.0,9,Jamie
644f9bdaa877791198ec2ad3,9,The Rosterbation Station,166,255,40,122,35,0.789,23,2.66,1.06,10.01,12,29,1.0,5.0,4.5,9.0,1.0,6.0,9.5,2.0,2.0,5.0,7.0,4.5,"[3, 0, 1]","[2, 0, 2]","[2, 0, 2]","[4, 0, 0]","[2, 0, 2]","[2, 0, 2]","[2, 1, 1]","[3, 0, 1]","[2, 0, 2]","[2, 0, 2]","[2, 1, 1]","[4, 0, 0]",2,2.5,16,3.5,7.0,7.0,1.0,7.5,7.0,3.5,2.5,7.0,6.5,3.0,1.0,4.708333333333333,2.0,4,0.0,10,Kevin
644f9bdaa877791198ec2ad4,10,AGS,142,244,30,139,29,0.748,24,3.8,1.21,9.06,14,22,8.0,10.0,10.0,5.0,3.0,10.0,11.0,7.0,7.0,10.0,3.5,8.0,"[3, 0, 1]","[3, 0, 1]","[1, 0, 3]","[3, 0, 1]","[2, 0, 2]","[2, 0, 2]","[2, 0, 2]","[1, 0, 3]","[3, 0, 1]","[2, 0, 2]","[3, 1, 0]","[2, 1, 1]",3,5.5,25,3.5,2.5,10.0,2.5,7.5,7.0,6.5,10.5,2.5,6.5,1.0,4.5,7.708333333333333,10.0,4,7.0,11,Mikey
644f9bdaa877791198ec2ad5,11,¯\_(ツ)_/¯,137,235,33,120,16,0.75,22,3.92,1.34,9.82,10,25,9.0,11.0,9.0,10.0,11.0,9.0,7.5,10.0,11.0,7.0,9.0,7.0,"[1, 1, 2]","[2, 0, 2]","[3, 0, 1]","[1, 1, 2]","[3, 0, 1]","[2, 0, 2]","[1, 1, 2]","[3, 0, 1]","[2, 0, 2]","[1, 0, 3]","[2, 0, 2]","[1, 2, 1]",6,9,31,8.0,7.0,3.0,9.5,3.5,7.0,10.0,2.5,7.0,10.0,6.0,7.5,9.208333333333334,12.0,4,6.0,12,Cooch
646210d5836c2ce984f64e66,1,Moniebol 🐳 (93 Ws Remaining),228,396,74,255,26,0.817,16,2.54,1.06,10.07,21,24,3.0,2.0,1.0,1.0,8.0,3.0,1.0,1.0,1.0,5.0,2.5,9.5,"[4, 0, 2]","[4, 0, 2]","[4, 1, 1]","[3, 1, 2]","[4, 0, 2]","[3, 1, 2]","[4, 0, 2]","[6, 0, 0]","[5, 0, 1]","[5, 0, 1]","[3, 1, 2]","[2, 1, 3]",2,1,36,4.0,4.0,2.5,4.5,5.0,5.0,2.5,1.0,2.0,2.0,4.0,6.5,3.1666666666666665,1.0,6,-1.0,2,Austin
646210d5836c2ce984f64e69,4,[ABN] Rain,230,361,72,211,29,0.828,41,4.11,1.22,9.14,24,16,1.5,6.0,2.0,2.0,6.0,2.0,11.0,11.0,7.5,10.0,1.0,12.0,"[6, 0, 0]","[3, 0, 3]","[5, 0, 1]","[2, 0, 4]","[5, 0, 1]","[5, 0, 1]","[1, 1, 4]","[1, 0, 5]","[1, 0, 5]","[2, 0, 4]","[4, 0, 2]","[1, 1, 4]",4,13.5,7,1.0,8.0,1.0,9.5,1.5,1.5,12.0,11.5,12.0,8.5,2.0,10.5,6.0,4.0,6,0.0,5,Greg
646210d5836c2ce984f64e65,0,Blackout Rage Gallen,211,357,55,193,25,0.761,28,3.29,1.11,10.94,19,24,5.0,8.0,6.0,5.0,9.0,8.0,5.5,4.0,3.5,1.0,7.0,9.5,"[3, 0, 3]","[2, 0, 4]","[2, 1, 3]","[2, 2, 2]","[2, 0, 4]","[2, 0, 4]","[3, 1, 2]","[3, 0, 3]","[5, 0, 1]","[4, 0, 2]","[3, 0, 3]","[2, 0, 4]",6,15.5,12,6.5,9.0,8.0,7.0,9.0,9.5,4.5,6.0,2.0,4.5,7.0,8.0,5.958333333333333,3.0,6,-3.0,1,Taylor
646210d5836c2ce984f64e68,3,ON LIFE SUPPORT,195,362,59,189,38,0.78,27,3.74,1.17,9.3,19,41,8.0,5.0,4.5,6.5,5.0,6.5,3.5,8.0,6.0,9.0,7.0,4.0,"[1, 0, 5]","[1, 1, 4]","[2, 1, 3]","[3, 1, 2]","[0, 0, 6]","[1, 0, 5]","[3, 0, 3]","[2, 0, 4]","[2, 0, 4]","[3, 0, 3]","[3, 0, 3]","[1, 3, 2]",12,25.5,17,11.5,10.0,8.0,4.5,11.5,11.5,6.5,9.5,9.0,6.5,7.0,9.0,6.083333333333333,5.0,6,-7.0,4,Bryant
646210d5836c2ce984f64e6b,6,Ian Cumsler,214,421,52,209,48,0.86,29,3.78,1.35,8.69,14,19,4.0,1.0,7.0,3.0,1.5,1.0,7.0,9.0,12.0,12.0,10.5,11.0,"[2, 0, 4]","[4, 0, 2]","[2, 1, 3]","[2, 1, 3]","[4, 0, 2]","[3, 0, 3]","[3, 0, 3]","[3, 0, 3]","[2, 0, 4]","[1, 0, 5]","[2, 1, 3]","[0, 1, 5]",11,20.5,13,8.0,4.0,8.0,8.0,5.0,6.5,6.5,6.0,9.0,11.0,10.0,12.0,6.583333333333333,6.0,6,-5.0,7,Eric
646210d5836c2ce984f64e6e,9,The Rosterbation Station,230,367,59,189,43,0.788,32,3.13,1.11,10.09,20,46,1.5,3.0,4.5,6.5,3.0,4.5,8.0,3.0,3.5,4.0,4.5,3.0,"[4, 0, 2]","[4, 0, 2]","[4, 0, 2]","[4, 1, 1]","[4, 0, 2]","[4, 0, 2]","[4, 1, 1]","[5, 0, 1]","[3, 0, 3]","[4, 0, 2]","[3, 1, 2]","[6, 0, 0]",1,-,27,4.0,4.0,4.0,2.0,5.0,3.5,1.0,2.0,5.5,4.5,4.0,1.0,4.083333333333333,2.0,6,1.0,10,Kevin
646210d5836c2ce984f64e6d,8,Camp Lejeune,191,365,50,178,12,0.788,26,3.64,1.27,9.57,14,57,10.0,4.0,8.0,10.0,12.0,4.5,2.0,7.0,9.5,7.0,10.5,1.0,"[4, 0, 2]","[4, 0, 2]","[3, 0, 3]","[2, 0, 4]","[4, 0, 2]","[4, 0, 2]","[2, 1, 3]","[3, 0, 3]","[2, 0, 4]","[3, 0, 3]","[0, 1, 5]","[5, 1, 0]",3,13,28,4.0,4.0,6.0,9.5,5.0,3.5,8.5,6.0,9.0,6.5,12.0,2.0,7.125,7.0,6,4.0,9,Jamie
646210d5836c2ce984f64e70,11,¯\_(ツ)_/¯,190,359,46,184,23,0.757,28,3.59,1.27,9.39,19,32,11.0,7.0,9.0,8.5,10.0,9.0,5.5,6.0,9.5,8.0,7.0,7.0,"[1, 1, 4]","[4, 0, 2]","[3, 1, 2]","[1, 2, 3]","[4, 0, 2]","[2, 1, 3]","[3, 1, 2]","[3, 0, 3]","[2, 0, 4]","[1, 0, 5]","[3, 1, 2]","[2, 2, 2]",8,17,41,9.5,4.0,5.0,11.0,5.0,8.0,4.5,6.0,9.0,11.0,4.0,5.0,8.125,10.5,6,2.5,12,Cooch
646210d5836c2ce984f64e6a,5,The Slobberknockers,193,338,42,168,48,0.703,35,3.0,1.14,10.36,20,35,9.0,11.0,12.0,11.0,1.5,12.0,9.0,2.0,5.0,3.0,4.5,6.0,"[1, 1, 4]","[1, 0, 5]","[1, 0, 5]","[5, 0, 1]","[0, 0, 6]","[2, 0, 4]","[2, 1, 3]","[3, 0, 3]","[4, 0, 2]","[5, 0, 1]","[3, 0, 3]","[3, 1, 2]",10,19,60,9.5,11.0,11.5,1.0,11.5,9.5,8.5,6.0,4.0,2.0,7.0,4.0,7.166666666666667,8.0,6,-2.0,6,Josh
646210d5836c2ce984f64e6c,7,SHITTING IN BRYANT’S MOUTH,181,320,44,154,27,0.723,27,3.48,1.1,10.73,17,53,12.0,12.0,11.0,12.0,7.0,11.0,3.5,5.0,2.0,2.0,9.0,2.0,"[1, 0, 5]","[0, 1, 5]","[1, 0, 5]","[3, 0, 3]","[1, 0, 5]","[1, 0, 5]","[4, 0, 2]","[4, 0, 2]","[5, 0, 1]","[5, 0, 1]","[2, 2, 2]","[5, 0, 1]",7,17,13,11.5,12.0,11.5,6.0,10.0,11.5,2.5,3.0,2.0,2.0,9.0,3.0,7.375,9.0,6,2.0,8,David
646210d5836c2ce984f64e67,2,Vinnie Pepperonis,207,353,63,207,22,0.78,48,4.24,1.34,9.91,12,38,6.0,9.0,3.0,4.0,11.0,6.5,12.0,12.0,11.0,6.0,12.0,5.0,"[3, 0, 3]","[4, 0, 2]","[4, 1, 1]","[1, 0, 5]","[5, 0, 1]","[5, 0, 1]","[2, 0, 4]","[2, 0, 4]","[2, 0, 4]","[1, 0, 5]","[1, 2, 3]","[1, 1, 4]",9,17.5,19,6.5,4.0,2.5,12.0,1.5,1.5,10.5,9.5,9.0,11.0,11.0,10.5,8.125,10.5,6,1.5,3,Kurtis
646210d5836c2ce984f64e6f,10,whooooooooop,202,344,45,184,40,0.735,39,3.94,1.22,8.88,21,31,7.0,10.0,10.0,8.5,4.0,10.0,10.0,10.0,7.5,11.0,2.5,8.0,"[5, 0, 1]","[4, 0, 2]","[2, 0, 4]","[4, 0, 2]","[3, 0, 3]","[3, 0, 3]","[2, 0, 4]","[1, 0, 5]","[3, 0, 3]","[2, 0, 4]","[4, 1, 1]","[2, 1, 3]",5,14.5,32,2.0,4.0,10.0,3.0,8.0,6.5,10.5,11.5,5.5,8.5,1.0,6.5,8.208333333333334,12.0,6,7.0,11,Mikey
6463fcb35e7a3e72c2813bd9,0,Austin,1,5,3.0,1,2,1,1,9,3,1,1,1,4,2,10,193,322,63,219,22,0.8184,11,2.654,1.058,10.332,19,19,2
6463fcb35e7a3e72c2813bda,1,Kevin,2,5,4.83333,1,5,5,10,2,5,9,2,3,6,7,3,193,304,46,145,41,0.8054,27,3.238,1.148,9.74,16,40,10
6463fcb35e7a3e72c2813bdb,2,Taylor,3,5,5.5,6,8,5,6,7,8,3,6,5,1,2,9,175,298,46,160,23,0.771,21,3.608,1.16,10.842,19,21,1
6463fcb35e7a3e72c2813bdc,3,Bryant,4,5,6.083,9,6,4,5,5,7,2,10,7,9,5,4,163,303,48,167,33,0.7756,20,4.072,1.224,9.498,17,35,4
6463fcb35e7a3e72c2813bdd,4,Greg,4,5,6.16667,3,4,2,2,6,2,12,11,8,10,1,12,186,305,62,178,26,0.8558,37,4.084,1.266,9.116,20,12,5
6463fcb35e7a3e72c2813bde,5,Eric,6,5,6.16667,5,1,9,3,1,1,6,4,11,12,10,11,177,354,41,173,43,0.8942,23,3.528,1.294,8.574,11,13,7
6463fcb35e7a3e72c2813bdf,6,Josh,7,5,6.666666667,11,10,11,10,3,11,3,3,4,3,5,6,156,287,36,145,37,0.7154,21,3.298,1.152,10.352,17,34,6
6463fcb35e7a3e72c2813be0,7,Jamie,8,5,6.75,10,3,7,9,12,4,3,5,10,7,10,1,162,311,42,147,7,0.8168,21,3.608,1.292,9.644,11,48,9
6463fcb35e7a3e72c2813be1,8,Kurtis,9,5,7.583333333,4,8,3,4,11,6,10,12,12,5,12,4,178,298,57,168,20,0.7936,31,4.384,1.33,9.974,9,35,3
6463fcb35e7a3e72c2813be2,9,David,10,5,7.833333333,12,12,10,12,7,12,7,7,2,2,9,2,155,275,39,135,23,0.6934,24,3.616,1.094,10.716,14,41,8
6463fcb35e7a3e72c2813be3,10,Mikey,11,5,8.0,7,11,12,7,3,9,11,9,6,11,2,8,170,286,34,157,37,0.7588,34,3.906,1.202,8.956,19,28,11
6463fcb35e7a3e72c2813be4,11,Cooch,12,5,8.083333333,8,7,7,8,10,10,7,8,9,8,8,7,165,299,42,156,21,0.738,24,3.704,1.282,9.576,15,29,12
646b4b5bf593ac99c489f52e,0,#Justice4GallenBird,235,393,65,217,27,0.744,32,3.49,1.17,10.73,19,27,7.0,10.0,6.0,6.0,11.0,11.0,3.0,5.0,5.0,1.0,9.0,10.0,"[3, 0, 4]","[2, 0, 5]","[2, 2, 3]","[2, 3, 2]","[2, 0, 5]","[2, 0, 5]","[4, 1, 2]","[3, 0, 4]","[5, 0, 2]","[4, 0, 3]","[3, 0, 4]","[2, 0, 5]",10,22.5,18,7.5,9.0,8.5,9.0,9.5,10.0,3.0,7.5,2.5,5.0,8.0,11.0,7.0,7.0,7,-3.0,1,Taylor
646b4b5bf593ac99c489f52f,1,Moniebol 🐳 (BUY $ASO),263,451,84,292,28,0.799,26,2.87,1.1,10.04,24,28,2.0,2.0,2.0,1.0,10.0,3.0,1.0,1.0,3.0,6.0,3.5,9.0,"[4, 0, 3]","[4, 0, 3]","[4, 1, 2]","[3, 1, 3]","[4, 0, 3]","[3, 1, 3]","[4, 0, 3]","[6, 0, 1]","[5, 0, 2]","[6, 0, 1]","[3, 2, 2]","[2, 1, 4]",2,8.5,42,5.0,6.5,3.5,5.5,7.0,7.0,6.0,1.5,2.5,1.5,4.5,9.0,3.625,1.0,7,-1.0,2,Austin
646b4b5bf593ac99c489f530,2,Vinnie Pepperonis,243,415,72,234,29,0.778,57,4.34,1.35,10.06,13,48,5.0,7.0,3.0,4.0,9.0,5.0,12.0,12.0,11.5,4.5,12.0,5.0,"[4, 0, 3]","[5, 0, 2]","[5, 1, 1]","[1, 0, 6]","[5, 0, 2]","[6, 0, 1]","[2, 0, 5]","[2, 0, 5]","[2, 0, 5]","[2, 0, 5]","[1, 2, 4]","[2, 1, 4]",8,20.5,24,5.0,2.5,2.0,12.0,3.5,1.5,11.5,10.5,10.5,10.0,11.0,9.0,7.5,9.0,7,1.0,3,Kurtis
646b4b5bf593ac99c489f531,3,…beep…..beep…….beep,218,406,66,211,38,0.767,35,3.8,1.19,9.3,23,50,10.5,8.0,4.5,8.0,6.0,8.0,6.0,8.0,6.5,9.0,6.0,4.0,"[1, 0, 6]","[1, 1, 5]","[2, 2, 3]","[3, 1, 3]","[0, 0, 7]","[1, 0, 6]","[4, 0, 3]","[2, 0, 5]","[2, 0, 5]","[3, 0, 4]","[3, 1, 3]","[2, 3, 2]",12,31.5,22,12.0,10.5,8.5,5.5,11.5,12.0,6.0,10.5,10.5,7.0,6.5,6.0,7.041666666666667,8.0,7,-4.0,4,Bryant
646b4b5bf593ac99c489f532,4,[ABN] Rain,276,425,86,256,40,0.848,47,4.05,1.23,9.03,27,21,1.0,4.0,1.0,2.0,5.0,2.0,11.0,11.0,8.0,10.0,1.0,12.0,"[7, 0, 0]","[4, 0, 3]","[6, 0, 1]","[3, 0, 4]","[6, 0, 1]","[6, 0, 1]","[2, 1, 4]","[2, 0, 5]","[2, 0, 5]","[2, 0, 5]","[4, 1, 2]","[2, 1, 4]",3,12,9,1.0,6.5,1.0,8.0,1.0,1.5,9.0,10.5,10.5,10.0,2.5,9.0,5.666666666666667,3.0,7,0.0,5,Greg
646b4b5bf593ac99c489f533,5,The Slobberknockers,221,386,51,201,51,0.694,39,2.96,1.12,10.41,24,41,8.0,11.0,12.0,11.0,2.0,12.0,8.0,2.0,4.0,3.0,3.5,6.0,"[1, 1, 5]","[1, 0, 6]","[1, 0, 6]","[5, 1, 1]","[0, 0, 7]","[2, 0, 5]","[2, 1, 4]","[4, 0, 3]","[4, 0, 3]","[6, 0, 1]","[3, 1, 3]","[4, 1, 2]",11,24,68,10.5,12.0,12.0,1.5,11.5,10.0,9.0,4.5,5.0,1.5,6.5,4.0,6.875,6.0,7,-5.0,6,Josh
646b4b5bf593ac99c489f534,6,Ian Cumsler,254,474,64,244,60,0.85,35,3.78,1.35,8.88,16,26,4.0,1.0,7.0,3.0,1.0,1.0,6.0,7.0,11.5,12.0,11.0,11.0,"[3, 0, 4]","[5, 0, 2]","[3, 1, 3]","[3, 1, 3]","[5, 0, 2]","[4, 0, 3]","[4, 0, 3]","[4, 0, 3]","[3, 0, 4]","[2, 0, 5]","[2, 1, 4]","[1, 1, 5]",6,18.5,14,7.5,2.5,5.5,5.5,3.5,5.0,6.0,4.5,7.5,10.0,10.0,12.0,6.291666666666667,4.0,7,-2.0,7,Eric
646b4b5bf593ac99c489f535,7,Movin’ On Up,219,377,61,198,30,0.761,30,3.38,1.08,10.67,21,55,9.0,12.0,8.0,12.0,8.0,9.0,2.0,4.0,1.0,2.0,7.5,2.0,"[2, 0, 5]","[1, 1, 5]","[2, 0, 5]","[3, 1, 3]","[2, 0, 5]","[2, 0, 5]","[5, 0, 2]","[4, 0, 3]","[6, 0, 1]","[5, 0, 2]","[2, 3, 2]","[5, 0, 2]",5,18,13,9.0,10.5,11.0,5.5,9.5,10.0,1.0,4.5,1.0,3.5,9.0,3.0,6.375,5.0,7,0.0,8,David
646b4b5bf593ac99c489f536,8,Camp Lejeune,211,417,56,204,14,0.774,34,3.82,1.3,9.4,17,61,12.0,6.0,9.0,10.0,12.0,6.0,4.0,9.5,10.0,8.0,10.0,1.0,"[4, 0, 3]","[4, 0, 3]","[3, 0, 4]","[2, 0, 5]","[4, 0, 3]","[4, 0, 3]","[2, 1, 4]","[3, 0, 4]","[2, 0, 5]","[3, 0, 4]","[1, 1, 5]","[5, 1, 1]",9,21,32,5.0,6.5,7.0,11.0,7.0,5.0,9.0,7.5,10.5,7.0,12.0,2.0,8.125,12.0,7,3.0,9,Jamie
646b4b5bf593ac99c489f537,9,The Rosterbation Station,261,431,66,219,48,0.795,41,2.99,1.09,10.06,24,53,3.0,3.0,4.5,5.0,3.0,4.0,9.0,3.0,2.0,4.5,3.5,3.0,"[5, 0, 2]","[5, 0, 2]","[4, 1, 2]","[5, 1, 1]","[5, 0, 2]","[5, 0, 2]","[4, 1, 2]","[6, 0, 1]","[4, 0, 3]","[5, 0, 2]","[3, 2, 2]","[6, 0, 1]",1,-,33,3.0,2.5,3.5,1.5,3.5,3.0,3.0,1.5,5.0,3.5,4.5,1.0,3.9583333333333335,2.0,7,1.0,10,Kevin
646b4b5bf593ac99c489f538,10,scoopski potatoes,242,400,55,216,42,0.749,44,3.82,1.19,8.99,24,39,6.0,9.0,10.0,7.0,4.0,10.0,10.0,9.5,6.5,11.0,3.5,7.0,"[6, 0, 1]","[5, 0, 2]","[2, 1, 4]","[4, 1, 2]","[4, 0, 3]","[4, 0, 3]","[2, 0, 5]","[2, 0, 5]","[4, 0, 3]","[3, 0, 4]","[5, 1, 1]","[3, 1, 3]",4,13.5,39,2.0,2.5,10.0,3.0,7.0,5.0,11.5,10.5,5.0,7.0,1.0,5.0,7.791666666666667,11.0,7,7.0,11,Mikey
646b4b5bf593ac99c489f539,11,¯\_(ツ)_/¯,218,420,53,206,33,0.768,35,3.69,1.24,9.54,21,35,10.5,5.0,11.0,9.0,7.0,7.0,6.0,6.0,9.0,7.0,7.5,8.0,"[1, 1, 5]","[4, 0, 3]","[3, 1, 3]","[2, 2, 3]","[5, 0, 2]","[2, 1, 4]","[4, 1, 2]","[4, 0, 3]","[3, 0, 4]","[1, 0, 6]","[4, 1, 2]","[2, 2, 3]",7,20,44,10.5,6.5,5.5,10.0,3.5,8.0,3.0,4.5,7.5,12.0,2.5,7.0,7.75,10.0,7,3.0,12,Cooch
